path_id,isnad_id,t0,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,t-10
isnad_115,jb_112,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Salāmah b. Hārūn,ABU MA3MAR AL-BASRI AL-JUMA3I,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,,,,,
isnad_116,jb_113,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,Šibl b. ʿAbbād,ʿAbd Allāh b. Kaṯīr,,,
isnad_117,jb_113,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,,
isnad_118,jb_114,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,Šibl b. ʿAbbād,ʿAbd Allāh b. Kaṯīr,,,
isnad_119,jb_114,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,,
isnad_120,jb_115,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,
isnad_121,jb_115,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʾAbū al-ʾIḫrīṭ Wahb b. Wāḍiḥ,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,
isnad_122,jb_116,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū ʾIsḥāq ʿUbayd Allāh b. ʾIbrāhīm al-Baġdādī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,,,,,
isnad_123,jb_117,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,,,,,
isnad_124,jb_118,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,al-Ḥasan b. al-Ḥubāb al-Daqqāq,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,,,,,,
isnad_125,jb_119,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,al-Ḥasan b. al-Ḥubāb al-Daqqāq,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,Šibl b. ʿAbbād,ʿAbd Allāh b. Kaṯīr,,,
isnad_126,jb_120,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,MUHAMMAD B. AL-QASIM,al-Ḥasan b. al-Ḥubāb al-Daqqāq,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,Šibl b. ʿAbbād,ʿAbd Allāh b. Kaṯīr,,,
isnad_127,jb_120,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,MUHAMMAD B. AL-QASIM,al-Ḥasan b. al-Ḥubāb al-Daqqāq,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,,
isnad_128,jb_121,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Bakr ʿAbd al-Raḥmān b. ʿUmar b. ʿAlī al-Baġdādī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,šuyūḫu-h,,,,,
isnad_129,jb_122,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. ʿUbayd Allāh al-Maḫzūmī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,šuyūḫu-h,,,,,
isnad_130,jb_123,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū ʿAbd Allāh Muḥammad b. ʾAḥmad b. ʾIbrāhīm al-Balḫī,ʾAbū al-Ḥasan Muḥammad b. Muḥammad b. Hārūn al-Rabaʿī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,,,,,
isnad_131,jb_124,al-Dānī,Ṣāliḥ b. ʾIdrīs al-Baġdādī,ʿAlī b. Saʿīd b. al-Ḥasan b. Ḏuʿābah al-Qazzāz,ʾAbū ʿAbd al-Raḥmān al-Lahabī,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,,,,,,
isnad_132,jb_125,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,MUDAR B. MUHAMMAD B. KHALID B. AL-WALID AL-ASADI,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,Šibl b. ʿAbbād,ʿAbd Allāh b. Kaṯīr,,,
isnad_133,jb_125,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,MUDAR B. MUHAMMAD B. KHALID B. AL-WALID AL-ASADI,ʾAbū al-Ḥasan ʾAḥmad b. Muḥammad b. ʿAbd Allāh al-Bazzī,ʿIkrimah b. Sulaymān,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,,
isnad_134,jb_126,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,,,,,,
isnad_135,jb_127,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,,,,,,
isnad_136,jb_128,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,,,,,
isnad_137,jb_129,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,Muḥammad b. Sabʿūn,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,
isnad_138,jb_129,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,Dāwūd b. Šibl b. ʿAbbād,ʾIsmāʿīl b. ʿAbd Allāh b. Qusṭanṭīn,ʿAbd Allāh b. Kaṯīr,,
isnad_139,jb_130,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,ʿAbd al-Malik b. ʿAbd Allāh b. Saʿwah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Muǧāhid,
isnad_140,jb_130,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,Šuʿayb b. ʾAbī Murrah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Dirbās,
isnad_141,jb_130,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,ʿAbd al-Malik b. ʿAbd Allāh b. Saʿwah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Muǧāhid,
isnad_142,jb_130,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,Šuʿayb b. ʾAbī Murrah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Dirbās,
isnad_143,jb_131,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,ʿAbd al-Malik b. ʿAbd Allāh b. Saʿwah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Muǧāhid,
isnad_144,jb_131,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,ʿAbd al-Malik b. ʿAbd Allāh b. Saʿwah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Dirbās,
isnad_145,jb_131,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,Šuʿayb b. ʾAbī Murrah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Muǧāhid,
isnad_146,jb_131,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,Šuʿayb b. ʾAbī Murrah,Wahb b. Zaʿmah b. Ṣāliḥ,Zaʿmah b. Ṣāliḥ,Dirbās,
isnad_147,jb_132,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,,,,,
isnad_148,jb_133,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿAlī b. al-Ḥusayn al-Raqqī al-Wazzān,ʾIsḥāq b. ʾAḥmad al-Ḫuzāʿī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,,,,,
isnad_149,jb_134,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,ʾAbū ʿAlī al-Ḥusayn b. Muḥammad al-Ḥaddād,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,,,,,,,
isnad_150,jb_135,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,ʾAbū Bakr Muḥammad b. ʿImrān al-Dīnawarī,ʿAbd al-Wahhāb b. Fulayḥ al-Makkī,,,,,,,
isnad_151,jb_136,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_152,jb_137,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU BAKR MUHAMMAD B. AHMAD B. ABD ALLAH B. KHALID AL-BARMAKI,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_153,jb_138,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU ISHAQ ISMAIL B. YUNUS AL-SHI3I,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_154,jb_139,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_155,jb_140,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,Muḥammad b. ʿAlī b. Muḥammad al-Mālikī,Muḥammad b. Yaʿqūb b. al-Ḥaǧǧāǧ al-Muʿaddil,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_156,jb_141,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ABU BAKR AL-ATTAR,Muḥammad b. Yaʿqūb b. al-Ḥaǧǧāǧ al-Muʿaddil,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_157,jb_142,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAlī b. ʿAbd al-ʿAzīz ʾAbū al-Ḥasan al-Jallāʾ,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_158,jb_143,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr b. Muǧāhid,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_159,jb_144,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿAlī b. al-Ḥusayn al-Raqqī al-Wazzān,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_160,jb_145,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Muḥammad b. Yaʿqūb b. al-Ḥaǧǧāǧ al-Muʿaddil,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_161,jb_146,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿUmar b. ʿAlān,ʾAbū al-Zaʿrāʾ ʿAbd al-Raḥmān b. ʿAbdūs,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_162,jb_147,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ABU MUHAMMAD al-Ḥasan B. SALIH,Mardawayh,NA,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,
isnad_163,jb_148,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAḥmad b. Faraḥ al-Mufassir al-Ḍarīr,ʾAbū ʿUmar al-Dūrī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_164,jb_149,al-Dānī,Ḫalaf b. ʾIbrāhīm b. Ḫāqān,al-Ḥasan b. Rašīq,AHMAD B. SHUAYB AL-NISA'I,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_165,jb_150,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʿAli b. Mūsā al-Hāšimī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_166,jb_151,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʿAli b. Mūsā al-Hāšimī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_167,jb_152,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū ʿImrān Mūsā b. Ǧarīr al-Naḥwī al-Raqqī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,,,,,
isnad_168,jb_153,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿAlī b. al-Ḥusayn al-Raqqī al-Wazzān,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,,,,,
isnad_169,jb_154,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū ʿUṯmān al-Naḥwī al-Raqqī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,,,,,
isnad_170,jb_155,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Naẓīf b. ʿAbd Allāh al-Ḥalabī al-Kisrawī,ʾAbū ʿImrān Mūsā b. Ǧarīr al-Naḥwī al-Raqqī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_171,jb_156,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Muslim b. ʿAbd al-ʿAzīz,ʾAbū ʿImrān Mūsā b. Ǧarīr al-Naḥwī al-Raqqī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_172,jb_157,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Bakr Muḥammad b. ʿAlī b. al-Ḥasan al-Ǧulandā,Muḥammad b. ʾIsmāʿīl ʾAbū Bakr al-Qurašī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_173,jb_158,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʾAbū al-Ṭayyib ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ABU BAKR AHMAD B. AL-HUSAYN AL-NAHWI AL-MUQRI',ʾAbū ʿImrān Mūsā b. Ǧarīr al-Naḥwī al-Raqqī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_174,jb_159,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʾAbū al-Ṭayyib ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,Naẓīf b. ʿAbd Allāh al-Ḥalabī al-Kisrawī,ʾAbū ʿImrān Mūsā b. Ǧarīr al-Naḥwī al-Raqqī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
